Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Seating Capacity,Fuel Tank Capacity
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],18223.75,2022,6200,Petrol,Manual,Kolkata,First,Individual,998.0,FWD,5.0,45.0
Skoda,Superb L&K TSI AT,48784.75,2021,6900,Petrol,Automatic,Kolkata,First,Individual,1798.0,FWD,5.0,66.0
Volkswagen,Polo GT TSI,9531.25,2016,68000,Petrol,Automatic,Delhi,First,Individual,1197.0,FWD,5.0,45.0
Maruti Suzuki,Vitara Brezza VDi,11361.25,2018,36000,Diesel,Manual,Patna,First,Individual,1248.0,FWD,5.0,48.0
Hyundai,Santro Sportz,8402.75,2021,19000,Petrol,Manual,Ahmedabad,First,Individual,1086.0,FWD,5.0,35.0
MINI,Cooper D 3 Door,50325.0,2019,6400,Diesel,Automatic,Delhi,First,Individual,1496.0,FWD,5.0,44.0
Renault,Duster 110 PS RXZ 4X2 AMT Diesel,10522.5,2016,35000,Diesel,Automatic,Delhi,Second,Individual,1461.0,FWD,5.0,50.0
Maruti Suzuki,Vitara Brezza VDi AGS,13648.73475,2019,46000,Diesel,Automatic,Mumbai,First,Individual,1248.0,FWD,5.0,48.0
Skoda,Rapid Ambition 1.6 TDI CR MT,8387.5,2016,83000,Diesel,Manual,Chandigarh,First,Individual,1598.0,FWD,5.0,55.0
Ford,Ecosport Trend 1.5 TDCi,6084.75,2013,54000,Diesel,Manual,Mumbai,Third,Individual,1498.0,FWD,5.0,52.0
Kia,Seltos HTX 1.5 [2020-2021],19443.75,2020,42000,Petrol,Manual,Ahmedabad,First,Individual,1497.0,FWD,5.0,50.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],8158.75,2020,41441,Petrol,Manual,Bangalore,First,Individual,1196.0,RWD,5.0,40.0
Maruti Suzuki,Vitara Brezza VDi,12581.25,2018,48174,Diesel,Manual,Thane,First,Individual,1248.0,FWD,5.0,48.0
Ford,Ecosport Ambiente 1.5L TDCi,8921.25,2016,62591,Diesel,Manual,Mumbai,First,Individual,1498.0,FWD,5.0,52.0
Honda,Jazz V AT Petrol,10293.75,2017,48650,Petrol,Automatic,Mumbai,First,Individual,1199.0,FWD,5.0,40.0
Maruti Suzuki,S-Cross Alpha 1.3,12123.75,2017,52245,Diesel,Manual,Pune,First,Individual,1248.0,FWD,5.0,48.0
Hyundai,Elite i20 Sportz 1.4 CRDI,9317.75,2017,65000,Diesel,Manual,Kheda,First,Individual,1396.0,FWD,5.0,45.0
Maruti Suzuki,Wagon R VXI,5947.5,2015,43297,Petrol,Manual,Kollam,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Swift VXi [2014-2017],9912.5,2019,44710,Petrol,Manual,Pune,First,Individual,1197.0,FWD,5.0,42.0
Renault,Fluence 1.5 E4,5947.5,2013,62000,Diesel,Manual,Lucknow,First,Individual,1461.0,FWD,5.0,67.0
Audi,A4 35 TDI Technology,36600.0,2017,59267,Diesel,Automatic,Kolkata,First,Individual,1968.0,FWD,5.0,54.0
Maruti Suzuki,Swift VXi,5871.25,2011,69000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Swift DZire VXI,6862.5,2017,75000,Petrol,Manual,Kanpur,First,Commercial Registration,1197.0,FWD,5.0,42.0
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,9897.25,2020,52236,Petrol,Manual,Udupi,First,Individual,1197.0,FWD,5.0,43.0
Audi,A3 35 TDI Premium + Sunroof,44225.0,2019,15530,Diesel,Automatic,Goa,First,Individual,1968.0,FWD,5.0,50.0
Maruti Suzuki,Swift DZire VDI,6100.0,2014,64000,Diesel,Manual,Agra,First,Individual,1248.0,FWD,5.0,42.0
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,9134.75,2020,35000,Petrol,Automatic,Kolkata,First,Individual,1197.0,FWD,5.0,37.0
Audi,A4 30 TFSI Technology Pack,53375.0,2018,18000,Petrol,Automatic,Mumbai,First,Individual,1395.0,FWD,5.0,54.0
Honda,Jazz V Petrol,6100.0,2016,50000,Petrol,Manual,Kolkata,First,Individual,1199.0,FWD,5.0,40.0
Maruti Suzuki,Celerio ZXi [2017-2019],6786.25,2018,71000,Petrol,Manual,Ludhiana,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Swift VXi [2014-2017],9150.0,2020,10000,Petrol,Manual,Meerut,First,Individual,1197.0,FWD,5.0,42.0
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],27983.75,2020,33828,Diesel,Automatic,Mumbai,First,Individual,1493.0,FWD,5.0,50.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],8387.5,2019,48000,CNG,Manual,Mumbai,First,Individual,998.0,FWD,5.0,60.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],10903.75,2017,71000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],8006.25,2019,50000,CNG,Manual,Delhi,First,Individual,998.0,FWD,5.0,60.0
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],6481.25,2015,48000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,43.0
Hyundai,Elite i20 Sportz 1.2 IVT,12123.75,2022,4000,Petrol,Automatic,Kanpur,First,Individual,1197.0,FWD,5.0,37.0
Honda,City 1.5 V MT,4102.25,2010,73000,Petrol,Manual,Delhi,Second,Individual,1497.0,FWD,5.0,42.0
Hyundai,Verna Fluidic 1.6 CRDi,8616.25,2014,68000,Diesel,Manual,Lucknow,First,Individual,1582.0,FWD,5.0,43.0
BMW,5-Series 520d Luxury Line,38887.5,2015,70000,Diesel,Automatic,Coimbatore,Second,Individual,1995.0,RWD,5.0,65.0
Hyundai,i20 Active 1.2 S,8067.25,2015,57654,Petrol,Manual,Zirakpur,First,Individual,1197.0,FWD,5.0,45.0
Maruti Suzuki,Alto VXi (O),6100.0,2019,22000,Petrol,Manual,Ludhiana,First,Individual,998.0,FWD,5.0,35.0
BMW,X1 sDrive20d Expedition,39650.0,2017,41000,Diesel,Automatic,Hyderabad,First,Individual,1995.0,FWD,5.0,51.0
Kia,Seltos GTX Plus 1.4 [2020-2021],23637.5,2019,17000,Petrol,Manual,Bangalore,First,Individual,1353.0,FWD,5.0,50.0
Maruti Suzuki,Alto VXi AMT,6557.5,2019,57993,Petrol,Automatic,Hyderabad,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Baleno Delta 1.2,9150.0,2018,32000,Petrol,Manual,Mohali,First,Individual,1197.0,FWD,5.0,37.0
Toyota,Corolla Altis VL AT Petrol,25162.5,2018,25914,Petrol,Automatic,Pune,First,Corporate,1798.0,FWD,5.0,55.0
Maruti Suzuki,Alto VXi,3812.5,2014,114000,Petrol,Manual,Aurangabad,Second,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],10293.75,2016,45000,Diesel,Manual,Jalandhar,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Swift DZire VXI,6938.75,2014,30183,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Wagon R VXI,5261.25,2016,73190,Petrol,Manual,Nagpur,Second,Individual,998.0,FWD,5.0,35.0
Hyundai,Elantra 1.8 SX MT,10675.0,2014,64000,Petrol,Manual,Dehradun,First,Individual,1797.0,FWD,5.0,56.0
Maruti Suzuki,Ciaz VXi,8997.5,2015,39000,Petrol,Manual,Delhi,First,Individual,1373.0,FWD,5.0,43.0
Nissan,Micra XV CVT [2016-2017],7472.5,2014,56918,Petrol,Automatic,Coimbatore,Second,Individual,1198.0,FWD,5.0,41.0
Maruti Suzuki,DZire VDi AMT,10598.75,2018,55000,Diesel,Automatic,Delhi,First,Individual,1248.0,FWD,5.0,37.0
Hyundai,Venue SX 1.4 CRDi,15631.25,2019,42000,Diesel,Manual,Mumbai,First,Individual,1396.0,FWD,5.0,45.0
Mercedes-Benz,GLA 200 d Sport,40412.5,2018,43000,Diesel,Automatic,Mumbai,Second,Individual,2143.0,FWD,5.0,50.0
Maruti Suzuki,Baleno Delta 1.2,10903.75,2021,16000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta SX 1.6 AT CRDi,18300.0,2019,27657,Diesel,Automatic,Kolkata,Second,Individual,1582.0,FWD,5.0,55.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],4193.75,2012,30000,Petrol,Manual,Indore,First,Individual,998.0,FWD,5.0,32.0
Honda,City 1.5 V MT,6786.25,2012,111000,Petrol,Manual,Ernakulam,First,Individual,1497.0,FWD,5.0,42.0
Maruti Suzuki,Baleno Alpha 1.3,10141.25,2017,48000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,5.0,37.0
Hyundai,Creta EX 1.4 CRDi,16622.5,2019,37000,Diesel,Manual,Hyderabad,First,Individual,1396.0,FWD,5.0,55.0
Audi,A6 35 TDI Matrix,36600.0,2017,81802,Diesel,Automatic,Nashik,Second,Individual,1968.0,FWD,5.0,75.0
Hyundai,Verna SX Plus 1.6 CRDi AT,16546.25,2018,45915,Diesel,Automatic,Mumbai,First,Individual,1582.0,FWD,5.0,45.0
Honda,Amaze 1.2 V CVT Petrol [2018-2020],12123.75,2019,22224,Petrol,Automatic,Pune,First,Individual,1199.0,FWD,5.0,35.0
Honda,Amaze 1.2 S MT Petrol [2018-2020],9577.0,2018,53848,Petrol,Manual,Delhi,First,Individual,1199.0,FWD,5.0,35.0
BMW,3-Series 320d Luxury Line,23637.5,2013,104264,Diesel,Automatic,Hyderabad,Second,Individual,1995.0,RWD,5.0,57.0
Honda,City VX (O) MT,9073.75,2015,72000,Petrol,Manual,Meerut,First,Individual,1497.0,FWD,5.0,40.0
Land Rover,Evoque SE,52612.5,2016,29000,Diesel,Automatic,Delhi,First,Individual,2179.0,AWD,5.0,57.0
Honda,WR-V VX MT Petrol,12504.98475,2018,42000,Petrol,Manual,Chennai,First,Individual,1199.0,FWD,5.0,40.0
Audi,Q5 2.0 TDI quattro Premium Plus,22722.5,2012,40000,Diesel,Automatic,Raipur,First,Individual,1968.0,AWD,5.0,75.0
Mahindra,XUV300 1.5 W6 [2019-2020],14487.5,2020,57400,Diesel,Manual,Agra,First,Individual,1497.0,FWD,5.0,42.0
Jaguar,XF Prestige Diesel CBU,57187.5,2019,13500,Diesel,Automatic,Delhi,Second,Individual,1999.0,RWD,5.0,66.0
Jeep,Compass Model S (O) Diesel 4x4 AT,44987.5,2021,38000,Diesel,Automatic,Pune,First,Individual,1956.0,AWD,5.0,60.0
Toyota,Etios Liva GD,9531.25,2015,76000,Diesel,Manual,Pune,First,Individual,1364.0,FWD,5.0,45.0
Hyundai,i10 Asta 1.2 AT with Sunroof,4956.25,2013,46721,Petrol,Automatic,Thane,Second,Individual,1197.0,FWD,5.0,35.0
Honda,City ZX CVT Petrol [2017-2019],17354.5,2018,6000,Petrol,Automatic,Mumbai,First,Corporate,1497.0,FWD,5.0,40.0
Honda,Brio S MT,5566.25,2014,31000,Petrol,Manual,Kharar,First,Individual,1198.0,FWD,5.0,35.0
Chevrolet,Cruze LTZ AT,7243.75,2014,73265,Diesel,Automatic,Delhi,Second,Individual,1998.0,FWD,5.0,60.0
Hyundai,Creta SX 1.6 CRDi,18681.25,2019,47000,Diesel,Manual,Jalandhar,First,Individual,1582.0,FWD,5.0,55.0
Mercedes-Benz,GLA 200 CDI Sport,37362.5,2017,25000,Diesel,Automatic,Mumbai,Second,Individual,2143.0,FWD,5.0,50.0
Maruti Suzuki,DZire VXi AMT,10598.75,2018,68818,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Honda,Amaze 1.5 VX CVT Diesel,14487.5,2020,39000,Diesel,Automatic,Ludhiana,First,Individual,1498.0,FWD,5.0,35.0
Honda,Jazz VX Petrol,8921.25,2017,24100,Petrol,Manual,Mumbai,First,Individual,1199.0,FWD,5.0,40.0
Ford,Aspire Titanium 1.2 Ti-VCT,6633.73475,2017,23000,Petrol,Manual,Delhi,First,Individual,1196.0,FWD,5.0,42.0
Maruti Suzuki,Ciaz Delta 1.5 Diesel,13877.5,2019,76000,Diesel,Manual,Hyderabad,First,Individual,1498.0,FWD,5.0,43.0
Maruti Suzuki,Celerio VXi,8616.25,2020,47000,Petrol,Manual,Hyderabad,First,Individual,998.0,FWD,5.0,35.0
Toyota,Urban Cruiser Premium Grade AT,16012.5,2021,1910,Petrol,Automatic,Varanasi,First,Individual,1462.0,FWD,5.0,48.0
Hyundai,Creta E Plus 1.4 CRDI,15097.5,2019,23000,Diesel,Manual,Ahmedabad,First,Individual,1396.0,FWD,5.0,60.0
Audi,A3 35 TDI Premium Plus,39497.5,2020,36978,Diesel,Automatic,Chandigarh,Second,Individual,1968.0,FWD,5.0,50.0
Hyundai,i10 1.1L iRDE ERA Special Edition,3888.73475,2012,18954,Petrol,Manual,Patna,First,Individual,1086.0,FWD,5.0,35.0
Hyundai,Verna Fluidic 1.6 VTVT SX AT,9119.5,2015,58200,Petrol,Automatic,Navi Mumbai,First,Individual,1591.0,FWD,5.0,43.0
Hyundai,Elite i20 Asta 1.4 (O) CRDi,8540.0,2016,80000,Diesel,Manual,Ambala Cantt,Second,Individual,1396.0,FWD,5.0,40.0
Audi,A4 2.0 TDI (177bhp) Premium,14868.75,2011,75000,Diesel,Automatic,Lucknow,First,Individual,1968.0,FWD,5.0,63.0
Audi,A3 35 TDI Premium,39650.0,2017,64000,Diesel,Automatic,Chennai,First,Individual,1968.0,FWD,5.0,50.0
Skoda,Rapid Ambition 1.6 TDI CR MT,11361.25,2016,117048,Diesel,Manual,Hyderabad,First,Individual,1598.0,FWD,5.0,55.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,7548.75,2017,47000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,43.0
Audi,A3 40 TFSI Premium Plus + sunroof,37362.5,2018,43290,Petrol,Automatic,Pune,First,Individual,1798.0,FWD,5.0,50.0
Mercedes-Benz,C-Class C 220 CDI Avantgarde,43462.5,2016,7000,Diesel,Automatic,Delhi,First,Individual,2143.0,RWD,5.0,66.0
Audi,A6 2.0 TDI Premium,22875.0,2014,69000,Diesel,Automatic,Mohali,First,Individual,1968.0,FWD,5.0,65.0
Toyota,Etios G,4956.25,2011,101347,Petrol,Manual,Pune,Third,Individual,1496.0,FWD,5.0,45.0
Audi,A3 35 TDI Premium,27450.0,2014,76529,Diesel,Automatic,Pune,First,Individual,1968.0,FWD,5.0,50.0
Nissan,Terrano XL D Plus,9150.0,2016,99000,Diesel,Manual,Chennai,First,Individual,1461.0,FWD,5.0,50.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],6649.0,2014,37959,Petrol,Automatic,Delhi,Second,Individual,1197.0,FWD,5.0,43.0
Datsun,Go T (O),4117.5,2017,27000,Petrol,Manual,Lucknow,First,Individual,1198.0,FWD,5.0,35.0
Hyundai,Creta SX 1.4 Turbo 7 DCT,29142.75,2022,1300,Petrol,Automatic,Delhi,First,Individual,1353.0,FWD,5.0,50.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],59475.0,2019,33000,Diesel,Automatic,Delhi,First,Individual,1950.0,RWD,5.0,66.0
Volvo,V40 D3 R-Design,30500.0,2016,6000,Diesel,Automatic,Mumbai,First,Individual,1984.0,FWD,5.0,60.0
Hyundai,Santro Sportz AMT [2018-2020],7091.25,2019,19000,Petrol,Automatic,Kolkata,First,Individual,1086.0,FWD,5.0,35.0
Honda,City V,13343.75,2019,58618,Petrol,Manual,Pune,First,Individual,1497.0,FWD,5.0,40.0
Renault,Kwid 1.0 RXT AMT Opt,6511.73475,2020,41669,Petrol,Automatic,Zirakpur,First,Individual,999.0,FWD,5.0,28.0
Hyundai,Creta 1.6 SX,15783.75,2018,36000,Diesel,Manual,Patna,First,Individual,1582.0,FWD,5.0,60.0
Maruti Suzuki,DZire ZXi,10598.75,2018,31000,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
BMW,X1 sDrive20d xLine,56043.75,2020,37180,Diesel,Automatic,Bangalore,First,Individual,1995.0,RWD,5.0,63.0
Tata,Tiago Revotron XZ,6847.25,2018,53512,Petrol,Manual,Hyderabad,Second,Individual,1199.0,FWD,5.0,35.0
Hyundai,Elite i20 Sportz 1.4,8616.25,2015,65000,Diesel,Manual,Ludhiana,Second,Individual,1396.0,FWD,5.0,45.0
BMW,X1 sDrive20d xLine,57568.75,2019,32963,Diesel,Automatic,Bangalore,First,Individual,1995.0,RWD,5.0,63.0
Renault,Kwid 1.0 RXT Edition,5718.75,2018,14000,Petrol,Manual,Mumbai,First,Individual,999.0,FWD,5.0,28.0
Maruti Suzuki,Vitara Brezza ZDi,14472.25,2018,50500,Diesel,Manual,Dharwad,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Swift ZDi Plus,11818.75,2019,80849,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,5.0,37.0
Audi,A6 2.0 TDI Premium Plus,27450.0,2014,19868,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,5.0,65.0
Honda,City VX CVT,12581.25,2016,45000,Petrol,Automatic,Mumbai,First,Individual,1497.0,FWD,5.0,40.0
Hyundai,Santro Magna [2018-2020],7777.48475,2019,30858,Petrol,Manual,Hyderabad,First,Individual,1086.0,FWD,5.0,35.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],9912.5,2020,37003,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,43.0
Honda,City ZX Diesel,22722.5,2021,11000,Diesel,Manual,Lucknow,First,Individual,1498.0,FWD,5.0,40.0
Maruti Suzuki,Baleno Sigma 1.2,8311.25,2016,53000,Petrol,Manual,Jalandhar,First,Individual,1197.0,FWD,5.0,37.0
BMW,3-Series 320d Luxury Line,44987.5,2018,75000,Diesel,Automatic,Coimbatore,First,Individual,1995.0,RWD,5.0,57.0
Audi,Q3 2.0 TDI quattro Premium,28212.5,2013,44087,Diesel,Automatic,Mumbai,First,Individual,1968.0,AWD,5.0,64.0
Nissan,Sunny XV Diesel,5490.0,2013,92000,Diesel,Manual,Lucknow,Second,Individual,1461.0,FWD,5.0,41.0
Ford,Ecosport Titanium 1.5L Ti-VCT,9531.25,2019,48422,Petrol,Manual,Kolkata,First,Individual,1497.0,FWD,5.0,52.0
BMW,3-Series 320d Luxury Line,63287.5,2019,29000,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,5.0,57.0
Maruti Suzuki,Baleno Delta 1.2,7396.23475,2018,62000,Petrol,Manual,Faridabad,Second,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta SX 1.6 (O) Petrol,19443.75,2019,44000,Petrol,Manual,Delhi,First,Individual,1591.0,FWD,5.0,55.0
BMW,3-Series 320d Luxury Line,20968.75,2013,102000,Diesel,Automatic,Bangalore,Second,Individual,1995.0,RWD,5.0,57.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],25925.0,2022,9000,Diesel,Manual,Raipur,First,Individual,1493.0,FWD,5.0,50.0
Maruti Suzuki,DZire VXi AMT,10903.75,2019,31552,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Wagon R VXI+ AMT,5795.0,2016,70000,Petrol,Automatic,Ahmedabad,First,Individual,998.0,FWD,5.0,35.0
Honda,Brio E MT,5718.75,2016,35134,Petrol,Manual,Delhi,First,Individual,1198.0,FWD,5.0,35.0
Maruti Suzuki,Swift ZXi AMT [2018-2019],10598.75,2018,8000,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta 1.6 SX (O),13343.75,2016,62125,Diesel,Manual,Patna,First,Individual,1582.0,FWD,5.0,60.0
Hyundai,i20 Active 1.2 SX,10446.25,2018,64300,Petrol,Manual,Pune,First,Individual,1197.0,FWD,5.0,40.0
Skoda,Octavia 1.8 TSI Ambition Plus AT,25696.25,2017,28600,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,5.0,50.0
Audi,A6 35 TDI Matrix,38887.5,2015,69500,Diesel,Automatic,Chandigarh,Second,Individual,1968.0,FWD,5.0,75.0
Hyundai,Creta SX 1.6 CRDI,13267.48475,2017,70000,Diesel,Manual,Kanpur,First,Individual,1582.0,FWD,5.0,60.0
Audi,Q3 2.0 TDI quattro Premium,21197.5,2012,69500,Diesel,Automatic,Ahmedabad,First,Individual,1968.0,AWD,5.0,64.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],12581.25,2019,25500,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Ciaz Zeta 1.4 AT,11971.25,2017,20000,Petrol,Automatic,Mumbai,First,Individual,1373.0,FWD,5.0,43.0
Mercedes-Benz,GLA 200 CDI Sport,32711.25,2016,55000,Diesel,Automatic,Mumbai,Second,Individual,2143.0,FWD,5.0,50.0
Maruti Suzuki,Eeco 5 STR WITH HTR CNG [2018-2019],8997.5,2021,8640,CNG,Manual,Bhopal,First,Individual,1196.0,RWD,5.0,40.0
Volkswagen,Polo Highline1.2L (P),7472.5,2015,50000,Petrol,Manual,Delhi,First,Individual,1198.0,FWD,5.0,45.0
Renault,Kwid 1.0 RXT [2016-2019],6405.0,2017,43000,Petrol,Manual,Hyderabad,UnRegistered Car,Individual,999.0,FWD,5.0,28.0
Hyundai,Tucson GL 2WD AT Diesel,36523.75,2019,44876,Diesel,Automatic,Bangalore,First,Individual,1995.0,FWD,5.0,62.0
Hyundai,i20 Sportz 1.4 CRDI,5490.0,2013,95610,Diesel,Manual,Rudrapur,Second,Individual,1336.0,FWD,5.0,45.0
Nissan,Sunny XV Diesel,4956.25,2013,51000,Diesel,Manual,Zirakpur,First,Individual,1461.0,FWD,5.0,41.0
Land Rover,Evoque Dynamic SD4,35075.0,2013,110000,Diesel,Automatic,Chennai,Second,Individual,2179.0,AWD,5.0,57.0
Hyundai,Eon Era +,4422.5,2018,70000,Petrol,Manual,Kheda,First,Individual,814.0,FWD,5.0,32.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],5947.5,2014,57000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,43.0
Toyota,Corolla Altis 1.8 G AT,13572.5,2014,63000,Petrol,Automatic,Delhi,First,Individual,1798.0,FWD,5.0,55.0
Maruti Suzuki,Swift LXi,6710.0,2016,53807,Petrol,Manual,Gurgaon,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Ciaz Delta 1.4 MT,10995.25,2018,46000,Petrol,Manual,Noida,First,Individual,1373.0,FWD,5.0,43.0
Skoda,Octavia 1.8 TSI L&K,23103.75,2018,67546,Petrol,Automatic,Ludhiana,Second,Individual,1798.0,FWD,5.0,50.0
Honda,City V,14472.25,2018,37100,Petrol,Manual,Mysore,First,Individual,1497.0,FWD,5.0,40.0
Renault,Kwid RXT [2015-2019],4864.75,2018,89059,Petrol,Manual,Zirakpur,First,Individual,799.0,FWD,5.0,28.0
Volvo,V40 D3 R-Design,32025.0,2018,42000,Diesel,Automatic,Raipur,First,Individual,1984.0,FWD,5.0,60.0
Maruti Suzuki,Baleno Delta 1.2,10446.25,2017,58146,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,37.0
Toyota,Etios GD,4575.0,2013,75000,Diesel,Manual,Kanpur,Second,Individual,1364.0,FWD,5.0,45.0
Mercedes-Benz,A-Class Sedan 200d,62525.0,2022,3826,Diesel,Automatic,Ahmedabad,UnRegistered Car,Individual,1950.0,FWD,5.0,43.0
Hyundai,Creta SX 1.6 (O) Petrol,17003.75,2018,37000,Petrol,Manual,Delhi,Second,Individual,1591.0,FWD,5.0,55.0
Honda,City V CVT Petrol [2017-2019],11605.25,2017,38000,Petrol,Automatic,Ahmedabad,Second,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,Baleno Zeta 1.2,12581.25,2021,8499,Petrol,Manual,Thane,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Elite i20 Magna 1.4 CRDI [2016-2017],9912.5,2016,61181,Diesel,Manual,Jaipur,First,Individual,1396.0,FWD,5.0,45.0
Honda,Jazz V Petrol,8616.25,2017,45000,Petrol,Manual,Delhi,First,Individual,1199.0,FWD,5.0,40.0
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,10446.25,2021,9232,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Elite i20 Magna Executive 1.2,9287.25,2018,42601,Petrol,Manual,Udupi,First,Individual,1197.0,FWD,5.0,45.0
Honda,Amaze 1.2 S i-VTEC Opt,7320.0,2016,50000,Petrol,Manual,Guwahati,First,Individual,1198.0,FWD,5.0,35.0
Hyundai,Elantra 1.6 SX AT,9531.25,2014,80000,Diesel,Automatic,Delhi,First,Individual,1582.0,FWD,5.0,56.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],6435.5,2018,12768,Petrol,Manual,Ahmedabad,First,Individual,1196.0,RWD,5.0,40.0
Toyota,Corolla Altis VL AT Petrol,19748.75,2018,65100,Petrol,Automatic,Thane,First,Corporate,1798.0,FWD,5.0,55.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],7548.75,2017,30000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,43.0
Tata,Tiago Revotron XTA [2017-2019],8921.25,2019,12000,Petrol,Automatic,Mumbai,First,Individual,1199.0,FWD,5.0,35.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],60237.5,2019,33000,Diesel,Automatic,Mumbai,First,Individual,1950.0,RWD,5.0,66.0
Skoda,Rapid Elegance 1.6 MPI AT,6481.25,2013,57000,Petrol,Automatic,Delhi,Second,Individual,1598.0,FWD,5.0,55.0
BMW,5-Series 525d Sedan,14868.75,2011,61000,Diesel,Automatic,Mohali,Third,Individual,1995.0,RWD,5.0,50.0
BMW,5-Series 520d Sport Line,45597.5,2017,44000,Diesel,Automatic,Mumbai,Second,Individual,1995.0,RWD,5.0,57.0
Renault,Duster 85 PS RxL Diesel,4270.0,2013,99000,Diesel,Manual,Faridabad,Second,Individual,1461.0,FWD,5.0,50.0
Maruti Suzuki,Wagon R LXI CNG (O),4727.5,2014,82000,CNG,Manual,Lucknow,First,Individual,998.0,FWD,5.0,35.0
Honda,Jazz V AT Petrol,9073.75,2016,80000,Petrol,Automatic,Delhi,First,Individual,1199.0,FWD,5.0,40.0
Jeep,Compass Limited 2.0 Diesel [2017-2020],18910.0,2017,57000,Diesel,Manual,Mumbai,First,Individual,1956.0,FWD,5.0,60.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],5002.0,2018,26807,Petrol,Manual,Mumbai,Second,Individual,1196.0,RWD,5.0,40.0
Hyundai,Elite i20 Sportz 1.2,9531.25,2018,23000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,40.0
Maruti Suzuki,Swift VDi,6252.48475,2015,112000,Diesel,Manual,Gurgaon,First,Individual,1248.0,FWD,5.0,42.0
Maruti Suzuki,Swift DZire ZXI,8311.25,2015,70000,Petrol,Manual,Mohali,First,Individual,1197.0,FWD,5.0,42.0
Volkswagen,Polo Trendline 1.0L (P),10659.75,2019,53929,Petrol,Manual,Bangalore,First,Individual,999.0,FWD,5.0,45.0
Maruti Suzuki,Celerio LXi,5947.5,2014,49580,Petrol,Manual,Coimbatore,First,Individual,998.0,FWD,5.0,35.0
